Adj Close,Close,Date,High,Low,Open,Volume,"description:""Encountered an error when generating the download data""}}}","error:{""code"":""Not Found""","{""chart"":{""result"":null"
0.4,0.4,2016-01-13,0.41,0.38,0.39,1208738.0,,,
0.38,0.38,2016-01-14,0.42,0.38,0.42,465046.0,,,
0.36,0.36,2016-01-17,0.38,0.36,0.38,47500.0,,,
0.385,0.385,2016-01-18,0.39,0.385,0.39,71600.0,,,
0.36,0.36,2016-01-19,0.36,0.36,0.36,50000.0,,,
0.38,0.38,2016-01-20,0.38,0.37,0.37,170000.0,,,
0.38,0.38,2016-01-21,0.38,0.38,0.38,191000.0,,,
0.38,0.38,2016-01-24,0.39,0.38,0.38,212400.0,,,
0.38,0.38,2016-01-26,0.38,0.38,0.38,23000.0,,,
0.38,0.38,2016-01-27,0.38,0.38,0.38,2579.0,,,
,,2016-01-28,,,,,,,
0.385,0.385,2016-01-31,0.385,0.385,0.385,0.0,,,
0.385,0.385,2016-02-01,0.385,0.385,0.385,0.0,,,
0.38,0.38,2016-02-02,0.38,0.38,0.38,100000.0,,,
0.38,0.38,2016-02-03,0.38,0.38,0.38,5223.0,,,
0.34,0.34,2016-02-04,0.34,0.34,0.34,12500.0,,,
,,2016-02-07,,,,,,,
0.35,0.35,2016-02-08,0.35,0.35,0.35,0.0,,,
0.35,0.35,2016-02-09,0.35,0.35,0.35,30000.0,,,
0.31,0.31,2016-02-10,0.35,0.31,0.35,212000.0,,,
,,2016-02-11,,,,,,,
0.31,0.31,2016-02-14,0.31,0.31,0.31,0.0,,,
0.31,0.31,2016-02-15,0.32,0.285,0.31,165450.0,,,
0.31,0.31,2016-02-16,0.31,0.3,0.3,93752.0,,,
0.31,0.31,2016-02-17,0.31,0.31,0.31,0.0,,,
0.3,0.3,2016-02-18,0.31,0.285,0.31,40000.0,,,
0.3,0.3,2016-02-21,0.32,0.3,0.31,23298.0,,,
0.305,0.305,2016-02-22,0.305,0.305,0.305,20000.0,,,
0.33,0.33,2016-02-23,0.33,0.33,0.33,33093.0,,,
0.34,0.34,2016-02-24,0.34,0.34,0.34,49760.0,,,
0.34,0.34,2016-02-25,0.34,0.33,0.33,84733.0,,,
0.34,0.34,2016-02-28,0.34,0.34,0.34,0.0,,,
0.34,0.34,2016-02-29,0.34,0.34,0.34,14500.0,,,
,,2016-03-01,,,,,,,
0.315,0.315,2016-03-02,0.325,0.285,0.325,148674.0,,,
0.3,0.3,2016-03-03,0.315,0.3,0.315,35336.0,,,
,,2016-03-06,,,,,,,
0.305,0.305,2016-03-07,0.305,0.295,0.295,555000.0,,,
0.285,0.285,2016-03-08,0.285,0.285,0.285,10000.0,,,
0.285,0.285,2016-03-09,0.315,0.285,0.305,56311.0,,,
,,2016-03-10,,,,,,,
,,2016-03-13,,,,,,,
,,2016-03-14,,,,,,,
0.3,0.3,2016-03-15,0.3,0.3,0.3,0.0,,,
0.29,0.29,2016-03-16,0.29,0.285,0.29,130841.0,,,
,,2016-03-17,,,,,,,
0.3,0.3,2016-03-20,0.3,0.3,0.3,26016.0,,,
,,2016-03-21,,,,,,,
,,2016-03-22,,,,,,,
,,2016-03-23,,,,,,,
0.31,0.31,2016-03-28,0.31,0.31,0.31,0.0,,,
,,2016-03-29,,,,,,,
0.3,0.3,2016-03-30,0.31,0.3,0.31,58870.0,,,
,,2016-03-31,,,,,,,
,,2016-04-04,,,,,,,
0.29,0.29,2016-04-05,0.29,0.29,0.29,35000.0,,,
0.29,0.29,2016-04-06,0.29,0.29,0.29,5621.0,,,
,,2016-04-07,,,,,,,
0.3,0.3,2016-04-08,0.3,0.28,0.28,15000.0,,,
,,2016-04-11,,,,,,,
0.27,0.27,2016-04-12,0.29,0.27,0.29,165500.0,,,
0.27,0.27,2016-04-13,0.27,0.27,0.27,0.0,,,
0.295,0.295,2016-04-14,0.295,0.295,0.295,11000.0,,,
0.3,0.3,2016-04-15,0.3,0.3,0.3,75000.0,,,
0.3,0.3,2016-04-18,0.3,0.3,0.3,0.0,,,
0.3,0.3,2016-04-19,0.3,0.295,0.3,45000.0,,,
0.29,0.29,2016-04-20,0.295,0.29,0.295,24111.0,,,
,,2016-04-21,,,,,,,
0.29,0.29,2016-04-22,0.29,0.29,0.29,0.0,,,
0.29,0.29,2016-04-26,0.29,0.29,0.29,0.0,,,
0.29,0.29,2016-04-27,0.29,0.29,0.29,0.0,,,
0.29,0.29,2016-04-28,0.29,0.29,0.29,0.0,,,
,,2016-04-29,,,,,,,
,,2016-05-02,,,,,,,
0.32,0.32,2016-05-03,0.32,0.32,0.32,0.0,,,
0.275,0.275,2016-05-04,0.33,0.275,0.3,124308.0,,,
,,2016-05-05,,,,,,,
,,2016-05-06,,,,,,,
0.3,0.3,2016-05-09,0.3,0.3,0.3,18500.0,,,
,,2016-05-10,,,,,,,
,,2016-05-11,,,,,,,
,,2016-05-12,,,,,,,
,,2016-05-13,,,,,,,
,,2016-05-16,,,,,,,
0.32,0.32,2016-05-17,0.32,0.3,0.31,91660.0,,,
,,2016-05-18,,,,,,,
,,2016-05-19,,,,,,,
0.32,0.32,2016-05-20,0.32,0.32,0.32,44670.0,,,
,,2016-05-23,,,,,,,
,,2016-05-24,,,,,,,
,,2016-05-25,,,,,,,
0.32,0.32,2016-05-26,0.32,0.32,0.32,0.0,,,
0.34,0.34,2016-05-27,0.34,0.32,0.32,30000.0,,,
0.34,0.34,2016-05-30,0.34,0.34,0.34,0.0,,,
0.32,0.32,2016-05-31,0.34,0.27,0.27,28839.0,,,
0.28,0.28,2016-06-01,0.28,0.28,0.28,2800.0,,,
0.3,0.3,2016-06-02,0.3,0.3,0.3,30000.0,,,
0.3,0.3,2016-06-03,0.31,0.3,0.31,45000.0,,,
0.3,0.3,2016-06-06,0.3,0.3,0.3,5000.0,,,
0.3,0.3,2016-06-07,0.3,0.3,0.3,0.0,,,
0.3,0.3,2016-06-08,0.3,0.3,0.3,0.0,,,
0.32,0.32,2016-06-09,0.34,0.32,0.34,18200.0,,,
0.32,0.32,2016-06-10,0.32,0.32,0.32,0.0,,,
0.3,0.3,2016-06-14,0.32,0.3,0.32,65000.0,,,
0.3,0.3,2016-06-15,0.3,0.3,0.3,0.0,,,
0.3,0.3,2016-06-16,0.3,0.3,0.3,0.0,,,
0.29,0.29,2016-06-17,0.29,0.29,0.29,2000.0,,,
0.29,0.29,2016-06-20,0.29,0.29,0.29,1571.0,,,
0.27,0.27,2016-06-21,0.28,0.26,0.28,34399.0,,,
0.275,0.275,2016-06-22,0.275,0.27,0.27,62229.0,,,
0.255,0.255,2016-06-23,0.27,0.255,0.27,167072.0,,,
0.255,0.255,2016-06-24,0.255,0.25,0.255,343454.0,,,
0.275,0.275,2016-06-27,0.275,0.27,0.27,20004.0,,,
0.265,0.265,2016-06-28,0.275,0.265,0.275,91759.0,,,
0.28,0.28,2016-06-29,0.28,0.27,0.27,45000.0,,,
0.28,0.28,2016-06-30,0.28,0.28,0.28,0.0,,,
0.28,0.28,2016-07-01,0.28,0.28,0.28,0.0,,,
0.27,0.27,2016-07-04,0.28,0.27,0.28,8000.0,,,
0.265,0.265,2016-07-05,0.27,0.265,0.27,77865.0,,,
0.265,0.265,2016-07-06,0.265,0.255,0.265,149153.0,,,
0.265,0.265,2016-07-07,0.265,0.265,0.265,35847.0,,,
0.265,0.265,2016-07-08,0.265,0.265,0.265,15000.0,,,
0.28,0.28,2016-07-11,0.285,0.27,0.27,72500.0,,,
0.28,0.28,2016-07-12,0.285,0.28,0.285,27500.0,,,
0.28,0.28,2016-07-13,0.28,0.28,0.28,0.0,,,
0.27,0.27,2016-07-14,0.27,0.27,0.27,9153.0,,,
0.27,0.27,2016-07-15,0.27,0.27,0.27,0.0,,,
0.25,0.25,2016-07-18,0.26,0.23,0.26,447847.0,,,
0.255,0.255,2016-07-19,0.255,0.24,0.25,363909.0,,,
0.25,0.25,2016-07-20,0.255,0.245,0.255,1042915.0,,,
0.255,0.255,2016-07-21,0.255,0.25,0.25,583052.0,,,
0.26,0.26,2016-07-22,0.26,0.25,0.25,399818.0,,,
0.26,0.26,2016-07-25,0.26,0.26,0.26,74623.0,,,
0.25,0.25,2016-07-26,0.255,0.25,0.255,1172377.0,,,
0.25,0.25,2016-07-27,0.25,0.25,0.25,200000.0,,,
0.25,0.25,2016-07-28,0.25,0.25,0.25,0.0,,,
0.25,0.25,2016-07-29,0.255,0.25,0.25,244909.0,,,
0.255,0.255,2016-08-01,0.255,0.25,0.255,226290.0,,,
0.25,0.25,2016-08-02,0.25,0.25,0.25,123347.0,,,
0.25,0.25,2016-08-03,0.25,0.25,0.25,413576.0,,,
0.245,0.245,2016-08-04,0.25,0.245,0.25,5000.0,,,
0.25,0.25,2016-08-05,0.255,0.25,0.25,488000.0,,,
0.27,0.27,2016-08-08,0.27,0.25,0.25,139310.0,,,
0.25,0.25,2016-08-09,0.25,0.245,0.245,720000.0,,,
0.25,0.25,2016-08-10,0.255,0.25,0.25,564014.0,,,
0.25,0.25,2016-08-11,0.25,0.25,0.25,80000.0,,,
0.25,0.25,2016-08-12,0.25,0.25,0.25,0.0,,,
0.25,0.25,2016-08-15,0.25,0.245,0.245,98000.0,,,
0.245,0.245,2016-08-16,0.245,0.245,0.245,80000.0,,,
0.245,0.245,2016-08-17,0.245,0.245,0.245,40000.0,,,
0.245,0.245,2016-08-18,0.245,0.245,0.245,102389.0,,,
0.24,0.24,2016-08-19,0.245,0.24,0.245,195000.0,,,
0.255,0.255,2016-08-22,0.255,0.245,0.245,205000.0,,,
0.255,0.255,2016-08-23,0.255,0.255,0.255,80720.0,,,
0.255,0.255,2016-08-24,0.255,0.255,0.255,0.0,,,
0.255,0.255,2016-08-25,0.255,0.255,0.255,45000.0,,,
0.255,0.255,2016-08-26,0.255,0.25,0.25,70000.0,,,
0.25,0.25,2016-08-29,0.25,0.25,0.25,100000.0,,,
0.245,0.245,2016-08-30,0.255,0.245,0.255,1300241.0,,,
0.245,0.245,2016-08-31,0.245,0.245,0.245,0.0,,,
0.25,0.25,2016-09-01,0.25,0.25,0.25,201940.0,,,
0.25,0.25,2016-09-02,0.25,0.25,0.25,0.0,,,
0.25,0.25,2016-09-05,0.25,0.235,0.235,125000.0,,,
0.24,0.24,2016-09-06,0.24,0.235,0.235,45746.0,,,
0.24,0.24,2016-09-07,0.24,0.23,0.235,99131.0,,,
0.24,0.24,2016-09-08,0.24,0.24,0.24,24800.0,,,
0.24,0.24,2016-09-09,0.24,0.24,0.24,0.0,,,
0.22,0.22,2016-09-12,0.245,0.22,0.24,260000.0,,,
0.21,0.21,2016-09-13,0.24,0.21,0.24,175000.0,,,
0.24,0.24,2016-09-14,0.24,0.24,0.24,2188853.0,,,
0.245,0.245,2016-09-15,0.245,0.245,0.245,24081.0,,,
0.245,0.245,2016-09-16,0.245,0.225,0.225,1724020.0,,,
,,2016-09-19,,,,,,,
0.255,0.255,2016-09-20,0.285,0.25,0.255,746781.0,,,
0.255,0.255,2016-09-21,0.27,0.255,0.255,272763.0,,,
0.28,0.28,2016-09-22,0.28,0.26,0.26,573696.0,,,
0.295,0.295,2016-09-23,0.3,0.285,0.285,355564.0,,,
0.295,0.295,2016-09-26,0.295,0.295,0.295,0.0,,,
0.295,0.295,2016-09-27,0.295,0.295,0.295,3322.0,,,
,,2016-09-28,,,,,,,
0.28,0.28,2016-09-29,0.28,0.26,0.28,309800.0,,,
0.28,0.28,2016-09-30,0.285,0.28,0.285,24255.0,,,
0.28,0.28,2016-10-02,0.28,0.28,0.28,0.0,,,
0.28,0.28,2016-10-03,0.28,0.28,0.28,0.0,,,
0.282,0.282,2016-10-04,0.282,0.28,0.28,720672.0,,,
0.28,0.28,2016-10-05,0.28,0.28,0.28,13085.0,,,
0.28,0.28,2016-10-06,0.28,0.28,0.28,172823.0,,,
0.28,0.28,2016-10-09,0.285,0.275,0.275,964432.0,,,
0.28,0.28,2016-10-10,0.28,0.28,0.28,0.0,,,
0.28,0.28,2016-10-11,0.28,0.28,0.28,63000.0,,,
0.27,0.27,2016-10-12,0.285,0.27,0.285,40644.0,,,
0.27,0.27,2016-10-13,0.27,0.27,0.27,0.0,,,
0.27,0.27,2016-10-16,0.27,0.27,0.27,0.0,,,
0.27,0.27,2016-10-17,0.27,0.27,0.27,0.0,,,
0.27,0.27,2016-10-18,0.27,0.27,0.27,0.0,,,
0.27,0.27,2016-10-19,0.27,0.27,0.27,7435.0,,,
0.26,0.26,2016-10-20,0.27,0.26,0.27,175000.0,,,
0.275,0.275,2016-10-23,0.275,0.275,0.275,112700.0,,,
0.275,0.275,2016-10-24,0.275,0.27,0.27,67100.0,,,
0.275,0.275,2016-10-25,0.275,0.275,0.275,0.0,,,
0.27,0.27,2016-10-26,0.275,0.27,0.275,32407.0,,,
0.27,0.27,2016-10-27,0.27,0.27,0.27,1393.0,,,
0.27,0.27,2016-10-30,0.27,0.27,0.27,0.0,,,
0.27,0.27,2016-10-31,0.27,0.27,0.27,0.0,,,
0.27,0.27,2016-11-01,0.27,0.27,0.27,0.0,,,
0.275,0.275,2016-11-02,0.275,0.275,0.275,37000.0,,,
0.275,0.275,2016-11-03,0.275,0.275,0.275,0.0,,,
0.28,0.28,2016-11-06,0.28,0.275,0.275,71450.0,,,
0.28,0.28,2016-11-07,0.28,0.28,0.28,0.0,,,
0.26,0.26,2016-11-08,0.26,0.245,0.25,116950.0,,,
0.26,0.26,2016-11-09,0.26,0.26,0.26,0.0,,,
0.26,0.26,2016-11-10,0.26,0.26,0.26,0.0,,,
0.26,0.26,2016-11-13,0.26,0.26,0.26,140730.0,,,
0.27,0.27,2016-11-14,0.275,0.26,0.26,157525.0,,,
0.27,0.27,2016-11-15,0.27,0.27,0.27,10000.0,,,
0.26,0.26,2016-11-16,0.26,0.26,0.26,45000.0,,,
0.26,0.26,2016-11-17,0.26,0.26,0.26,225000.0,,,
0.27,0.27,2016-11-20,0.27,0.26,0.26,875000.0,,,
0.25,0.25,2016-11-21,0.26,0.25,0.26,431250.0,,,
,,2016-11-22,,,,,,,
0.26,0.26,2016-11-23,0.26,0.25,0.25,380000.0,,,
0.26,0.26,2016-11-24,0.26,0.26,0.26,68680.0,,,
0.26,0.26,2016-11-27,0.26,0.26,0.26,0.0,,,
0.26,0.26,2016-11-28,0.26,0.26,0.26,0.0,,,
,,2016-11-29,,,,,,,
0.26,0.26,2016-11-30,0.26,0.26,0.26,0.0,,,
,,2016-12-01,,,,,,,
0.26,0.26,2016-12-04,0.26,0.26,0.26,29948.0,,,
,,2016-12-05,,,,,,,
,,2016-12-06,,,,,,,
0.27,0.27,2016-12-07,0.27,0.27,0.27,97585.0,,,
,,2016-12-08,,,,,,,
0.26,0.26,2016-12-11,0.26,0.26,0.26,70000.0,,,
,,2016-12-12,,,,,,,
0.26,0.26,2016-12-13,0.26,0.26,0.26,2400.0,,,
0.26,0.26,2016-12-14,0.27,0.26,0.27,28234.0,,,
0.26,0.26,2016-12-15,0.26,0.26,0.26,0.0,,,
0.26,0.26,2016-12-18,0.26,0.245,0.25,40000.0,,,
0.26,0.26,2016-12-19,0.26,0.26,0.26,0.0,,,
0.26,0.26,2016-12-20,0.26,0.26,0.26,0.0,,,
0.255,0.255,2016-12-21,0.255,0.255,0.255,3000.0,,,
0.26,0.26,2016-12-22,0.26,0.25,0.25,188750.0,,,
0.26,0.26,2016-12-27,0.26,0.26,0.26,0.0,,,
0.26,0.26,2016-12-28,0.26,0.26,0.26,0.0,,,
0.26,0.26,2016-12-29,0.26,0.26,0.26,0.0,,,
