Adj Close,Close,Date,High,Low,Open,Volume,"description:""Encountered an error when generating the download data""}}}","error:{""code"":""Not Found""","{""chart"":{""result"":null"
1.557197,1.615,2015-10-12,1.64,1.6,1.62,948774.0,,,
1.610228,1.67,2015-10-13,1.69,1.61,1.61,773144.0,,,
1.590944,1.65,2015-10-14,1.72,1.645,1.67,190786.0,,,
1.600586,1.66,2015-10-15,1.68,1.655,1.655,84255.0,,,
1.610228,1.67,2015-10-18,1.68,1.67,1.67,85263.0,,,
1.610228,1.67,2015-10-19,1.68,1.67,1.67,68718.0,,,
1.600586,1.66,2015-10-20,1.68,1.65,1.68,72694.0,,,
1.600586,1.66,2015-10-21,1.66,1.66,1.66,0.0,,,
1.590944,1.65,2015-10-22,1.66,1.65,1.655,135015.0,,,
1.6198709999999998,1.68,2015-10-25,1.68,1.63,1.63,15664.0,,,
1.590944,1.65,2015-10-26,1.66,1.65,1.66,5918.0,,,
1.590944,1.65,2015-10-27,1.65,1.65,1.65,30000.0,,,
1.581302,1.64,2015-10-28,1.66,1.64,1.66,68337.0,,,
1.576481,1.635,2015-10-29,1.66,1.635,1.65,13300.0,,,
1.586123,1.645,2015-11-01,1.645,1.64,1.645,1208943.0,,,
1.57166,1.63,2015-11-02,1.65,1.63,1.65,10463.0,,,
1.566839,1.625,2015-11-03,1.625,1.62,1.625,57383.0,,,
1.566839,1.625,2015-11-04,1.625,1.625,1.625,0.0,,,
1.562018,1.62,2015-11-05,1.62,1.62,1.62,4050.0,,,
1.562018,1.62,2015-11-08,1.62,1.62,1.62,0.0,,,
1.629513,1.69,2015-11-09,1.69,1.65,1.66,45390.0,,,
1.653618,1.715,2015-11-10,1.785,1.715,1.77,31080.0,,,
1.610228,1.67,2015-11-11,1.72,1.67,1.72,39329.0,,,
1.629513,1.69,2015-11-12,1.69,1.69,1.69,2350.0,,,
1.629513,1.69,2015-11-15,1.7,1.69,1.7,11517.0,,,
1.721112,1.785,2015-11-16,1.785,1.785,1.785,5600.0,,,
1.629513,1.69,2015-11-17,1.72,1.69,1.72,31723.0,,,
1.600586,1.66,2015-11-18,1.69,1.66,1.69,10500.0,,,
1.600586,1.66,2015-11-19,1.66,1.66,1.66,0.0,,,
1.7259330000000002,1.79,2015-11-22,1.79,1.79,1.79,13966.0,,,
1.6873650000000002,1.75,2015-11-23,1.78,1.75,1.78,14884.0,,,
1.7355759999999998,1.8,2015-11-24,1.8,1.78,1.78,36970.0,,,
1.653618,1.715,2015-11-25,1.8,1.715,1.8,11895.0,,,
1.7355759999999998,1.8,2015-11-26,1.8,1.8,1.8,20841.0,,,
1.7355759999999998,1.8,2015-11-29,1.89,1.8,1.89,9015.0,,,
1.822354,1.89,2015-11-30,1.89,1.885,1.885,21483.0,,,
1.831996,1.9,2015-12-01,1.9,1.9,1.9,1200.0,,,
1.831996,1.9,2015-12-02,1.9,1.9,1.9,0.0,,,
1.831996,1.9,2015-12-03,1.9,1.9,1.9,0.0,,,
2.015196,2.09,2015-12-06,2.09,2.08,2.08,29640.0,,,
2.005554,2.08,2015-12-07,2.09,2.08,2.09,17387.0,,,
2.0537650000000003,2.13,2015-12-08,2.13,2.05,2.05,333865.0,,,
2.063406,2.14,2015-12-09,2.2,2.14,2.2,25624.0,,,
2.073049,2.15,2015-12-10,2.2,2.12,2.13,319000.0,,,
2.063406,2.14,2015-12-13,2.14,2.12,2.14,25368.0,,,
2.063406,2.14,2015-12-14,2.14,2.14,2.14,0.0,,,
2.024838,2.1,2015-12-15,2.15,2.1,2.15,13250.0,,,
1.98627,2.06,2015-12-16,2.1,2.05,2.1,71840.0,,,
1.98627,2.06,2015-12-17,2.06,2.06,2.06,0.0,,,
1.966986,2.04,2015-12-20,2.1,1.99,2.1,21435.0,,,
1.976628,2.05,2015-12-21,2.1,2.04,2.04,52553.0,,,
1.976628,2.05,2015-12-22,2.05,2.05,2.05,0.0,,,
1.976628,2.05,2015-12-23,2.05,2.05,2.05,0.0,,,
1.976628,2.05,2015-12-27,2.05,2.05,2.05,0.0,,,
1.928417,2.0,2015-12-28,2.01,2.0,2.01,468.0,,,
1.928417,2.0,2015-12-29,2.0,2.0,2.0,23600.0,,,
1.938059,2.01,2015-12-30,2.01,2.01,2.01,91169.0,,,
1.909133,1.98,2016-01-03,2.01,1.98,2.01,36344.0,,,
1.928417,2.0,2016-01-04,2.0,2.0,2.0,72748.0,,,
1.947701,2.02,2016-01-05,2.02,2.0,2.0,47000.0,,,
1.947701,2.02,2016-01-06,2.02,2.02,2.02,5000.0,,,
1.899491,1.97,2016-01-07,1.99,1.97,1.99,31400.0,,,
1.98627,2.06,2016-01-10,2.1,2.05,2.1,33263.0,,,
1.98627,2.06,2016-01-11,2.1,2.06,2.1,11263.0,,,
1.98627,2.06,2016-01-12,2.06,2.06,2.06,0.0,,,
1.98627,2.06,2016-01-13,2.06,2.06,2.06,0.0,,,
1.957344,2.03,2016-01-14,2.03,1.95,1.95,113831.0,,,
1.98627,2.06,2016-01-17,2.06,2.03,2.03,22227.0,,,
1.98627,2.06,2016-01-18,2.06,2.06,2.06,0.0,,,
1.98627,2.06,2016-01-19,2.06,2.06,2.06,0.0,,,
1.98627,2.06,2016-01-20,2.06,2.06,2.06,0.0,,,
