" symbol may be delisted""}}}",Adj Close,Close,Date,High,Low,Open,Volume,"description:""No data found","error:{""code"":""Not Found""","{""chart"":{""result"":null"
,70.875,70.875,2012-12-02,73.5,70.875,73.5,491.0,,,
,70.875,70.875,2012-12-03,70.875,63.0,65.625,390.0,,,
,63.0,63.0,2012-12-04,68.25,57.75,63.0,792.0,,,
,63.0,63.0,2012-12-05,63.0,63.0,63.0,0.0,,,
,63.0,63.0,2012-12-06,63.0,57.75,57.75,3375.0,,,
,63.0,63.0,2012-12-09,63.0,57.75,57.75,575.0,,,
,57.75,57.75,2012-12-10,57.75,55.125,55.125,143.0,,,
,57.75,57.75,2012-12-11,57.75,52.5,57.75,126.0,,,
,57.75,57.75,2012-12-12,57.75,57.75,57.75,0.0,,,
,57.75,57.75,2012-12-13,57.75,57.75,57.75,0.0,,,
,60.375,60.375,2012-12-16,63.0,52.5,52.5,448.0,,,
,60.375,60.375,2012-12-17,60.375,60.375,60.375,0.0,,,
,52.5,52.5,2012-12-18,55.125,52.5,55.125,264.0,,,
,52.5,52.5,2012-12-19,52.5,52.5,52.5,0.0,,,
,49.875,49.875,2012-12-20,49.875,47.25,47.25,610.0,,,
,49.875,49.875,2012-12-23,49.875,49.875,49.875,0.0,,,
,49.875,49.875,2012-12-26,49.875,49.875,49.875,0.0,,,
,49.875,49.875,2012-12-27,49.875,49.875,49.875,0.0,,,
,47.25,47.25,2012-12-30,47.25,47.25,47.25,381.0,,,
,47.25,47.25,2013-01-01,47.25,47.25,47.25,0.0,,,
,47.25,47.25,2013-01-02,47.25,47.25,47.25,0.0,,,
,46.724998,46.724998,2013-01-03,46.724998,46.724998,46.724998,571.0,,,
,52.5,52.5,2013-01-06,52.5,47.25,47.25,490.0,,,
,42.0,42.0,2013-01-07,42.0,42.0,42.0,25.0,,,
,40.950001,40.950001,2013-01-08,42.0,40.950001,42.0,447.0,,,
,40.950001,40.950001,2013-01-09,40.950001,40.950001,40.950001,0.0,,,
,43.049999,43.049999,2013-01-10,43.049999,36.75,42.0,724.0,,,
,43.049999,43.049999,2013-01-13,43.049999,43.049999,43.049999,0.0,,,
,42.0,42.0,2013-01-14,42.0,42.0,42.0,12.0,,,
,60.375,60.375,2013-01-15,60.375,46.724998,46.724998,9468.0,,,
,48.825001,48.825001,2013-01-16,60.375,48.825001,60.375,634.0,,,
,44.625,44.625,2013-01-17,52.5,44.625,49.875,707.0,,,
,49.875,49.875,2013-01-20,49.875,47.25,47.25,210.0,,,
,46.200001,46.200001,2013-01-21,46.200001,46.200001,46.200001,38.0,,,
,,,2013-01-22,,,,,,,
,39.375,39.375,2013-01-23,44.099998,39.375,44.099998,327.0,,,
,42.0,42.0,2013-01-24,42.0,39.900002,39.900002,234.0,,,
,42.0,42.0,2013-01-28,42.0,42.0,42.0,12.0,,,
,39.375,39.375,2013-01-29,39.375,39.375,39.375,272.0,,,
,39.375,39.375,2013-01-30,39.375,39.375,39.375,304.0,,,
,47.25,47.25,2013-01-31,50.924999,42.0,42.0,460.0,,,
,47.25,47.25,2013-02-03,47.25,47.25,47.25,0.0,,,
,47.25,47.25,2013-02-04,47.25,47.25,47.25,0.0,,,
,52.5,52.5,2013-02-05,55.125,47.25,47.25,2071.0,,,
,52.5,52.5,2013-02-06,52.5,52.5,52.5,0.0,,,
,46.200001,46.200001,2013-02-07,47.775002,42.525002,47.775002,451.0,,,
,48.299999,48.299999,2013-02-10,48.299999,48.299999,48.299999,21.0,,,
,48.299999,48.299999,2013-02-11,48.299999,48.299999,48.299999,0.0,,,
,49.349998,49.349998,2013-02-12,49.349998,49.349998,49.349998,19.0,,,
,48.299999,48.299999,2013-02-13,48.299999,48.299999,48.299999,0.0,,,
,46.200001,46.200001,2013-02-14,51.974998,46.200001,49.349998,552.0,,,
,47.775002,47.775002,2013-02-17,47.775002,42.0,46.724998,124.0,,,
,50.400002,50.400002,2013-02-18,50.400002,49.875,49.875,38.0,,,
,50.400002,50.400002,2013-02-19,50.400002,42.525002,42.525002,57.0,,,
,50.400002,50.400002,2013-02-20,50.400002,50.400002,50.400002,0.0,,,
,48.299999,48.299999,2013-02-21,50.400002,48.299999,50.400002,95.0,,,
,48.299999,48.299999,2013-02-24,48.299999,48.299999,48.299999,0.0,,,
,39.375,39.375,2013-02-25,42.525002,39.375,42.525002,251.0,,,
,42.0,42.0,2013-02-26,42.0,42.0,42.0,38.0,,,
,42.0,42.0,2013-02-27,42.0,42.0,42.0,0.0,,,
,42.0,42.0,2013-02-28,42.0,42.0,42.0,0.0,,,
,34.650002,34.650002,2013-03-03,34.650002,34.650002,34.650002,98.0,,,
,39.375,39.375,2013-03-04,39.900002,35.700001,39.375,133.0,,,
,35.700001,35.700001,2013-03-05,39.375,35.700001,39.375,287.0,,,
,35.700001,35.700001,2013-03-06,35.700001,35.700001,35.700001,0.0,,,
,36.75,36.75,2013-03-07,36.75,36.75,36.75,19.0,,,
,31.5,31.5,2013-03-10,32.549999,28.875,31.5,1229.0,,,
,31.5,31.5,2013-03-11,31.5,26.25,27.299999,2939.0,,,
,31.5,31.5,2013-03-12,31.5,31.5,31.5,0.0,,,
,27.299999,27.299999,2013-03-13,27.299999,26.775,26.775,126.0,,,
,27.299999,27.299999,2013-03-14,27.299999,27.299999,27.299999,0.0,,,
,27.299999,27.299999,2013-03-17,27.299999,27.299999,27.299999,0.0,,,
,32.549999,32.549999,2013-03-18,32.549999,28.875,28.875,110.0,,,
,30.975,30.975,2013-03-19,30.975,30.975,30.975,76.0,,,
,26.25,26.25,2013-03-20,29.924999,26.25,29.924999,381.0,,,
,28.35,28.35,2013-03-21,28.875,28.35,28.875,165.0,,,
,28.35,28.35,2013-03-24,28.35,28.35,28.35,0.0,,,
,27.299999,27.299999,2013-03-25,28.875,27.299999,27.825001,286.0,,,
,26.775,26.775,2013-03-26,27.299999,26.775,27.299999,76.0,,,
,26.775,26.775,2013-03-27,26.775,26.775,26.775,0.0,,,
,26.775,26.775,2013-04-01,26.775,26.775,26.775,0.0,,,
,29.924999,29.924999,2013-04-02,29.924999,29.924999,29.924999,57.0,,,
,29.924999,29.924999,2013-04-03,29.924999,29.924999,29.924999,0.0,,,
,29.924999,29.924999,2013-04-04,29.924999,29.924999,29.924999,0.0,,,
,26.25,26.25,2013-04-08,28.35,26.25,28.35,190.0,,,
,26.25,26.25,2013-04-09,26.25,26.25,26.25,21.0,,,
,26.25,26.25,2013-04-10,26.775,26.25,26.775,434.0,,,
,26.25,26.25,2013-04-11,26.25,26.25,26.25,95.0,,,
,26.25,26.25,2013-04-12,26.25,26.25,26.25,0.0,,,
,26.25,26.25,2013-04-15,26.25,26.25,26.25,87.0,,,
,26.25,26.25,2013-04-16,26.25,26.25,26.25,0.0,,,
,23.625,23.625,2013-04-17,23.625,23.625,23.625,19.0,,,
,23.625,23.625,2013-04-18,23.625,23.625,23.625,93.0,,,
,23.625,23.625,2013-04-19,23.625,23.625,23.625,0.0,,,
,25.200001,25.200001,2013-04-22,25.725,24.674999,25.200001,2206.0,,,
,28.875,28.875,2013-04-23,28.875,26.25,26.25,371.0,,,
,30.975,30.975,2013-04-24,30.975,28.35,28.35,564.0,,,
,33.599998,33.599998,2013-04-26,33.599998,30.975,30.975,213.0,,,
,36.224998,36.224998,2013-04-29,36.224998,36.224998,36.224998,1075.0,,,
,34.125,34.125,2013-04-30,36.224998,32.549999,36.224998,1722.0,,,
,37.799999,37.799999,2013-05-01,37.799999,34.125,36.224998,1192.0,,,
,36.224998,36.224998,2013-05-02,37.799999,36.224998,37.799999,201.0,,,
,36.224998,36.224998,2013-05-03,36.224998,36.224998,36.224998,0.0,,,
,36.75,36.75,2013-05-06,36.75,36.75,36.75,1048.0,,,
,34.125,34.125,2013-05-07,34.125,34.125,34.125,95.0,,,
,34.125,34.125,2013-05-08,34.125,34.125,34.125,0.0,,,
,34.125,34.125,2013-05-09,34.125,34.125,34.125,0.0,,,
,26.25,26.25,2013-05-10,27.299999,26.25,27.299999,357.0,,,
,25.725,25.725,2013-05-13,26.25,25.725,26.25,33.0,,,
,25.725,25.725,2013-05-14,25.725,25.725,25.725,0.0,,,
,26.25,26.25,2013-05-15,26.25,25.200001,25.200001,113.0,,,
,24.15,24.15,2013-05-16,24.674999,24.15,24.674999,402.0,,,
,24.15,24.15,2013-05-17,24.15,24.15,24.15,0.0,,,
,21.525,21.525,2013-05-20,24.15,21.525,24.15,286.0,,,
,21.525,21.525,2013-05-21,21.525,21.525,21.525,0.0,,,
,21.525,21.525,2013-05-22,21.525,21.525,21.525,0.0,,,
,21.525,21.525,2013-05-23,21.525,21.525,21.525,0.0,,,
,21.525,21.525,2013-05-24,21.525,21.525,21.525,0.0,,,
,21.525,21.525,2013-05-27,21.525,21.525,21.525,0.0,,,
,21.525,21.525,2013-05-28,21.525,21.525,21.525,0.0,,,
,21.525,21.525,2013-05-29,21.525,21.525,21.525,0.0,,,
,20.475,20.475,2013-05-30,21.0,20.475,21.0,43.0,,,
,20.475,20.475,2013-05-31,20.475,20.475,20.475,0.0,,,
,19.424999,19.424999,2013-06-03,19.424999,19.424999,19.424999,762.0,,,
,15.75,15.75,2013-06-04,16.799999,15.225,16.799999,1283.0,,,
,15.225,15.225,2013-06-05,15.75,15.225,15.75,1519.0,,,
,13.125,13.125,2013-06-06,15.75,13.125,13.65,723.0,,,
,16.799999,16.799999,2013-06-07,16.799999,14.7,14.7,217.0,,,
,13.125,13.125,2013-06-11,16.799999,13.125,16.799999,354.0,,,
,13.125,13.125,2013-06-12,13.125,13.125,13.125,0.0,,,
,13.125,13.125,2013-06-13,13.125,13.125,13.125,0.0,,,
,13.125,13.125,2013-06-14,13.125,13.125,13.125,0.0,,,
,13.125,13.125,2013-06-17,13.125,13.125,13.125,0.0,,,
,9.45,9.45,2013-06-18,14.7,9.45,14.7,2386.0,,,
,8.925,8.925,2013-06-19,10.5,7.875,8.4,3067.0,,,
,9.45,9.45,2013-06-20,9.45,8.925,8.925,547.0,,,
,9.975,9.975,2013-06-21,9.975,8.925,9.45,1186.0,,,
,9.975,9.975,2013-06-24,9.975,9.975,9.975,0.0,,,
,9.975,9.975,2013-06-25,9.975,9.975,9.975,10.0,,,
,9.975,9.975,2013-06-26,9.975,9.975,9.975,0.0,,,
,9.975,9.975,2013-06-27,9.975,9.975,9.975,0.0,,,
,8.925,8.925,2013-06-28,11.55,8.925,10.5,1298.0,,,
,8.925,8.925,2013-07-01,8.925,8.925,8.925,0.0,,,
,8.925,8.925,2013-07-02,8.925,8.925,8.925,0.0,,,
,8.925,8.925,2013-07-03,8.925,8.925,8.925,0.0,,,
,6.825,6.825,2013-07-04,6.825,6.825,6.825,286.0,,,
,6.825,6.825,2013-07-05,6.825,6.825,6.825,0.0,,,
,7.875,7.875,2013-07-08,7.875,7.875,7.875,286.0,,,
,8.925,8.925,2013-07-09,9.45,7.875,7.875,495.0,,,
,8.925,8.925,2013-07-10,8.925,8.925,8.925,0.0,,,
,8.925,8.925,2013-07-11,8.925,8.925,8.925,0.0,,,
,8.925,8.925,2013-07-12,8.925,8.925,8.925,0.0,,,
,8.925,8.925,2013-07-15,8.925,8.925,8.925,0.0,,,
,7.875,7.875,2013-07-16,7.875,7.875,7.875,30.0,,,
,7.875,7.875,2013-07-17,7.875,7.875,7.875,0.0,,,
,7.875,7.875,2013-07-18,7.875,7.875,7.875,0.0,,,
,7.35,7.35,2013-07-19,7.875,7.35,7.875,248.0,,,
,7.35,7.35,2013-07-22,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-07-23,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-07-24,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-07-25,7.35,7.35,7.35,122.0,,,
,7.875,7.875,2013-07-26,7.875,7.875,7.875,238.0,,,
,7.875,7.875,2013-07-29,7.875,7.875,7.875,190.0,,,
,7.875,7.875,2013-07-30,7.875,7.875,7.875,0.0,,,
,6.825,6.825,2013-07-31,6.825,6.825,6.825,105.0,,,
,6.825,6.825,2013-08-01,6.825,6.825,6.825,0.0,,,
,6.825,6.825,2013-08-02,6.825,6.825,6.825,76.0,,,
,6.825,6.825,2013-08-05,6.825,6.825,6.825,0.0,,,
,6.825,6.825,2013-08-06,6.825,6.825,6.825,0.0,,,
,6.825,6.825,2013-08-07,6.825,6.825,6.825,0.0,,,
,6.825,6.825,2013-08-08,6.825,6.825,6.825,0.0,,,
,5.25,5.25,2013-08-09,5.775,5.25,5.775,1429.0,,,
,5.25,5.25,2013-08-12,5.25,5.25,5.25,0.0,,,
,5.25,5.25,2013-08-13,5.25,5.25,5.25,0.0,,,
,7.875,7.875,2013-08-14,8.4,7.875,7.875,524.0,,,
,7.875,7.875,2013-08-15,7.875,7.875,7.875,0.0,,,
,7.875,7.875,2013-08-16,7.875,7.875,7.875,0.0,,,
,7.875,7.875,2013-08-19,7.875,7.875,7.875,952.0,,,
,7.875,7.875,2013-08-20,7.875,7.875,7.875,0.0,,,
,6.3,6.3,2013-08-21,7.35,6.3,7.35,926.0,,,
,6.3,6.3,2013-08-22,6.3,5.775,6.3,831.0,,,
,6.3,6.3,2013-08-23,6.3,6.3,6.3,0.0,,,
,7.35,7.35,2013-08-26,7.35,7.35,7.35,105.0,,,
,6.3,6.3,2013-08-27,7.35,6.3,6.825,1804.0,,,
,6.825,6.825,2013-08-28,6.825,6.825,6.825,1632.0,,,
,5.25,5.25,2013-08-29,6.825,5.25,6.825,2454.0,,,
,7.35,7.35,2013-08-30,7.35,5.775,6.3,4483.0,,,
,7.35,7.35,2013-09-02,7.875,6.825,7.875,4034.0,,,
,7.35,7.35,2013-09-03,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-09-04,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-09-05,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-09-06,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-09-09,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-09-10,7.35,7.35,7.35,0.0,,,
,7.35,7.35,2013-09-11,7.35,7.35,7.35,0.0,,,
,5.25,5.25,2013-09-12,5.775,4.725,5.25,7214.0,,,
,5.775,5.775,2013-09-13,6.3,5.25,5.25,30503.0,,,
,5.775,5.775,2013-09-16,6.3,5.775,6.3,8143.0,,,
,5.775,5.775,2013-09-17,6.3,5.775,5.775,5810.0,,,
,5.775,5.775,2013-09-18,5.775,5.25,5.775,448.0,,,
,5.775,5.775,2013-09-19,5.775,5.775,5.775,190.0,,,
,5.25,5.25,2013-09-20,5.25,5.25,5.25,9524.0,,,
,5.25,5.25,2013-09-23,5.775,5.25,5.775,1184.0,,,
,4.725,4.725,2013-09-24,5.25,4.725,5.25,12498.0,,,
,4.2,4.2,2013-09-25,4.725,4.2,4.725,11110.0,,,
,4.2,4.2,2013-09-26,4.2,4.2,4.2,10979.0,,,
,4.2,4.2,2013-09-27,4.2,4.2,4.2,36.0,,,
,4.725,4.725,2013-09-30,5.25,4.725,4.725,630.0,,,
,4.2,4.2,2013-10-01,4.2,4.2,4.2,9.0,,,
,4.725,4.725,2013-10-02,4.725,4.725,4.725,322.0,,,
,5.25,5.25,2013-10-03,5.25,5.25,5.25,5888.0,,,
,5.25,5.25,2013-10-04,5.25,5.25,5.25,11619.0,,,
,5.25,5.25,2013-10-06,5.25,5.25,5.25,17.0,,,
,5.25,5.25,2013-10-07,5.25,5.25,5.25,95.0,,,
,5.25,5.25,2013-10-08,5.25,4.725,4.725,103.0,,,
,4.725,4.725,2013-10-09,4.725,4.725,4.725,144.0,,,
,4.725,4.725,2013-10-10,4.725,4.725,4.725,11429.0,,,
,4.725,4.725,2013-10-13,5.25,4.725,5.25,12955.0,,,
,4.725,4.725,2013-10-14,4.725,4.725,4.725,0.0,,,
,4.725,4.725,2013-10-15,4.725,4.725,4.725,0.0,,,
,4.2,4.2,2013-10-16,4.2,4.2,4.2,10857.0,,,
,4.2,4.2,2013-10-17,4.2,4.2,4.2,10319.0,,,
,4.2,4.2,2013-10-20,4.2,4.2,4.2,8062.0,,,
,4.2,4.2,2013-10-21,4.2,4.2,4.2,0.0,,,
,4.2,4.2,2013-10-22,4.2,4.2,4.2,0.0,,,
,4.2,4.2,2013-10-23,4.2,4.2,4.2,0.0,,,
,4.2,4.2,2013-10-24,4.2,4.2,4.2,0.0,,,
,4.2,4.2,2013-10-27,4.725,4.2,4.725,1176.0,,,
,4.2,4.2,2013-10-28,4.2,4.2,4.2,0.0,,,
,3.675,3.675,2013-10-29,4.2,3.675,4.2,2914.0,,,
,3.675,3.675,2013-10-30,3.675,3.675,3.675,874.0,,,
,2.625,2.625,2013-10-31,3.15,2.625,3.15,2667.0,,,
,3.675,3.675,2013-11-03,3.675,3.15,3.15,3336.0,,,
,3.15,3.15,2013-11-04,3.675,3.15,3.675,1445.0,,,
,4.2,4.2,2013-11-05,4.2,3.675,3.675,952.0,,,
,4.725,4.725,2013-11-06,4.725,3.15,3.675,8067.0,,,
,4.725,4.725,2013-11-07,4.725,4.725,4.725,0.0,,,
,4.725,4.725,2013-11-10,4.725,4.725,4.725,0.0,,,
,4.725,4.725,2013-11-11,4.725,4.725,4.725,0.0,,,
,4.2,4.2,2013-11-12,4.2,4.2,4.2,1905.0,,,
,3.675,3.675,2013-11-13,3.675,3.15,3.15,1966.0,,,
,3.675,3.675,2013-11-14,3.675,3.675,3.675,0.0,,,
,3.675,3.675,2013-11-17,3.675,3.675,3.675,381.0,,,
,3.675,3.675,2013-11-18,3.675,3.675,3.675,0.0,,,
,3.15,3.15,2013-11-19,3.15,3.15,3.15,10.0,,,
,3.15,3.15,2013-11-20,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-11-21,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-11-24,3.15,3.15,3.15,1714.0,,,
,3.15,3.15,2013-11-25,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-11-26,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-11-27,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-11-28,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-12-01,3.15,3.15,3.15,211.0,,,
,3.15,3.15,2013-12-02,3.15,2.625,2.625,64.0,,,
,3.15,3.15,2013-12-03,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-12-04,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-12-05,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-12-08,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-12-09,3.15,3.15,3.15,0.0,,,
,3.675,3.675,2013-12-10,3.675,2.625,2.625,92.0,,,
,3.675,3.675,2013-12-11,3.675,3.675,3.675,0.0,,,
,3.675,3.675,2013-12-12,3.675,3.675,3.675,0.0,,,
,2.625,2.625,2013-12-15,2.625,2.625,2.625,1148.0,,,
,3.15,3.15,2013-12-16,3.15,3.15,3.15,540.0,,,
,3.15,3.15,2013-12-17,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-12-18,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2013-12-19,3.15,3.15,3.15,0.0,,,
,2.625,2.625,2013-12-22,2.625,2.625,2.625,476.0,,,
,2.625,2.625,2013-12-23,2.625,2.625,2.625,476.0,,,
,2.625,2.625,2013-12-26,2.625,2.625,2.625,1421.0,,,
,2.625,2.625,2013-12-29,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2013-12-30,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-01-01,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-01-02,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-01-05,2.625,2.625,2.625,476.0,,,
,2.625,2.625,2014-01-06,2.625,2.625,2.625,1068.0,,,
,2.625,2.625,2014-01-07,2.625,2.625,2.625,0.0,,,
,3.675,3.675,2014-01-08,3.675,3.15,3.15,3299.0,,,
,3.15,3.15,2014-01-09,3.15,3.15,3.15,1905.0,,,
,3.15,3.15,2014-01-12,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-01-13,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-01-14,3.15,3.15,3.15,0.0,,,
,2.1,2.1,2014-01-15,2.625,2.1,2.625,8810.0,,,
,3.15,3.15,2014-01-16,3.15,2.1,2.625,2751.0,,,
,2.625,2.625,2014-01-19,2.625,2.625,2.625,145.0,,,
,2.625,2.625,2014-01-20,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-01-21,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-01-22,2.625,2.625,2.625,0.0,,,
,3.15,3.15,2014-01-23,3.15,3.15,3.15,2802.0,,,
,3.15,3.15,2014-01-27,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-01-28,3.15,3.15,3.15,0.0,,,
,3.675,3.675,2014-01-29,3.675,3.675,3.675,67.0,,,
,3.15,3.15,2014-01-30,3.15,3.15,3.15,1486.0,,,
,3.15,3.15,2014-02-02,3.15,3.15,3.15,62.0,,,
,3.15,3.15,2014-02-03,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-04,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-05,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-06,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-09,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-10,3.15,3.15,3.15,286.0,,,
,3.15,3.15,2014-02-11,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-12,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-13,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-02-16,3.15,3.15,3.15,1005.0,,,
,2.625,2.625,2014-02-17,3.15,2.625,3.15,7824.0,,,
,2.625,2.625,2014-02-18,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-02-19,2.625,2.625,2.625,0.0,,,
,2.1,2.1,2014-02-20,2.625,2.1,2.625,1905.0,,,
,2.625,2.625,2014-02-23,2.625,2.625,2.625,4286.0,,,
,2.625,2.625,2014-02-24,2.625,2.625,2.625,1390.0,,,
,2.625,2.625,2014-02-25,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-02-26,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-02-27,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-02,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-03,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-04,3.15,2.625,3.15,1809.0,,,
,3.15,3.15,2014-03-05,3.675,3.15,3.15,2800.0,,,
,2.625,2.625,2014-03-06,2.625,2.625,2.625,2881.0,,,
,2.625,2.625,2014-03-09,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-10,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-11,2.625,2.625,2.625,0.0,,,
,3.15,3.15,2014-03-12,3.15,2.625,2.625,2790.0,,,
,3.15,3.15,2014-03-13,3.15,3.15,3.15,0.0,,,
,2.625,2.625,2014-03-16,2.625,2.625,2.625,1905.0,,,
,2.625,2.625,2014-03-17,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-18,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-19,3.15,2.625,2.625,3764.0,,,
,2.625,2.625,2014-03-20,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-23,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-24,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-25,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-26,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-27,2.625,2.625,2.625,2371.0,,,
,2.625,2.625,2014-03-30,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-03-31,2.625,2.625,2.625,0.0,,,
,2.625,2.625,2014-04-01,2.625,2.625,2.625,0.0,,,
,3.15,3.15,2014-04-02,3.15,3.15,3.15,3810.0,,,
,3.675,3.675,2014-04-03,3.675,3.15,3.15,3978.0,,,
,3.15,3.15,2014-04-07,3.15,2.625,3.15,15714.0,,,
,3.15,3.15,2014-04-08,3.15,3.15,3.15,38.0,,,
,3.15,3.15,2014-04-09,3.15,3.15,3.15,0.0,,,
,3.15,3.15,2014-04-10,3.15,3.15,3.15,3979.0,,,
,3.675,3.675,2014-04-11,3.675,3.15,3.15,5546.0,,,
,3.675,3.675,2014-04-14,3.675,3.15,3.675,6318.0,,,
,4.2,4.2,2014-04-15,4.2,3.675,3.675,9113.0,,,
,4.2,4.2,2014-04-16,4.2,4.2,4.2,1327.0,,,
,4.2,4.2,2014-04-17,4.2,4.2,4.2,2481.0,,,
,4.2,4.2,2014-04-22,4.2,4.2,4.2,0.0,,,
