Adj Close,Close,Date,High,Low,Open,Volume,"description:""Encountered an error when generating the download data""}}}","error:{""code"":""Not Found""","{""chart"":{""result"":null"
0.75,0.75,2012-02-19,0.75,0.75,0.75,51700.0,,,
0.75,0.75,2012-02-20,0.75,0.75,0.75,26667.0,,,
0.75,0.75,2012-02-21,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-02-22,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-02-23,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-02-26,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-02-27,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-02-28,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-02-29,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-01,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-04,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-05,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-06,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-07,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-08,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-11,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-12,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-13,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-14,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-15,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-18,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-19,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-20,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-21,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-22,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-25,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-26,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-27,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-28,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-03-29,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-04-02,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-04-03,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-04-04,0.75,0.75,0.75,0.0,,,
0.75,0.75,2012-04-05,0.75,0.75,0.75,0.0,,,
1.05,1.05,2012-04-10,1.11,0.75,0.75,4862.0,,,
1.05,1.05,2012-04-11,1.05,1.05,1.05,0.0,,,
1.05,1.05,2012-04-12,1.05,1.05,1.05,2000.0,,,
1.05,1.05,2012-04-13,1.05,1.05,1.05,0.0,,,
0.93,0.93,2012-04-16,1.05,0.93,1.05,3105.0,,,
0.87,0.87,2012-04-17,0.9,0.87,0.87,5228.0,,,
0.87,0.87,2012-04-18,0.87,0.87,0.87,3333.0,,,
0.9,0.9,2012-04-19,0.9,0.9,0.9,5000.0,,,
0.9,0.9,2012-04-20,0.9,0.9,0.9,0.0,,,
0.9,0.9,2012-04-23,0.9,0.9,0.9,0.0,,,
