" symbol may be delisted""}}}",Adj Close,Close,Date,High,Low,Open,Volume,"description:""No data found","error:{""code"":""Not Found""","{""chart"":{""result"":null"
,0.33,0.33,2012-08-22,0.34,0.325,0.34,381023.0,,,
,0.335,0.335,2012-08-23,0.34,0.33,0.33,148876.0,,,
,0.345,0.345,2012-08-24,0.345,0.335,0.335,251765.0,,,
,0.345,0.345,2012-08-27,0.355,0.345,0.35,147222.0,,,
,0.34,0.34,2012-08-28,0.345,0.32,0.345,157800.0,,,
,0.355,0.355,2012-08-29,0.355,0.345,0.345,179315.0,,,
,0.33,0.33,2012-08-30,0.35,0.33,0.35,47615.0,,,
,0.37,0.37,2012-08-31,0.37,0.345,0.345,512565.0,,,
,0.37,0.37,2012-09-03,0.38,0.36,0.37,488762.0,,,
,0.38,0.38,2012-09-04,0.395,0.365,0.365,604106.0,,,
,0.375,0.375,2012-09-05,0.39,0.365,0.39,358747.0,,,
,0.385,0.385,2012-09-06,0.385,0.37,0.375,98181.0,,,
,0.41,0.41,2012-09-07,0.415,0.375,0.375,623494.0,,,
,0.445,0.445,2012-09-10,0.445,0.425,0.43,1404388.0,,,
,0.48,0.48,2012-09-11,0.49,0.45,0.45,742923.0,,,
,0.475,0.475,2012-09-12,0.525,0.47,0.505,1085206.0,,,
,0.465,0.465,2012-09-13,0.47,0.45,0.47,357461.0,,,
,0.5,0.5,2012-09-14,0.5,0.47,0.48,495652.0,,,
,0.505,0.505,2012-09-17,0.58,0.505,0.565,999849.0,,,
,0.53,0.53,2012-09-18,0.53,0.505,0.52,309827.0,,,
,0.545,0.545,2012-09-19,0.55,0.53,0.54,493627.0,,,
,0.545,0.545,2012-09-20,0.565,0.53,0.55,535325.0,,,
,0.625,0.625,2012-09-21,0.65,0.6,0.63,1251776.0,,,
,0.7,0.7,2012-09-24,0.7,0.615,0.64,765887.0,,,
,0.73,0.73,2012-09-25,0.745,0.66,0.7,1044364.0,,,
,0.815,0.815,2012-09-26,0.95,0.765,0.765,1759456.0,,,
,0.8,0.8,2012-09-27,0.86,0.76,0.85,772357.0,,,
,0.795,0.795,2012-09-28,0.83,0.78,0.83,359805.0,,,
,0.705,0.705,2012-10-01,0.795,0.705,0.795,665573.0,,,
,0.72,0.72,2012-10-02,0.72,0.7,0.72,352789.0,,,
,0.73,0.73,2012-10-03,0.73,0.67,0.685,419452.0,,,
,0.77,0.77,2012-10-04,0.775,0.73,0.73,428007.0,,,
,0.795,0.795,2012-10-05,0.81,0.76,0.76,327472.0,,,
,0.735,0.735,2012-10-07,0.8,0.7,0.8,228576.0,,,
,0.74,0.74,2012-10-08,0.76,0.74,0.75,213700.0,,,
,0.69,0.69,2012-10-09,0.76,0.685,0.76,225048.0,,,
,0.69,0.69,2012-10-10,0.695,0.68,0.68,94035.0,,,
,0.66,0.66,2012-10-11,0.7,0.64,0.69,589570.0,,,
,0.63,0.63,2012-10-14,0.66,0.63,0.66,139470.0,,,
,0.63,0.63,2012-10-15,0.63,0.62,0.625,71919.0,,,
,0.61,0.61,2012-10-16,0.64,0.61,0.63,245694.0,,,
,0.635,0.635,2012-10-17,0.635,0.61,0.61,134295.0,,,
,0.7,0.7,2012-10-18,0.7,0.635,0.635,156105.0,,,
,0.68,0.68,2012-10-21,0.69,0.67,0.675,54064.0,,,
,0.695,0.695,2012-10-22,0.695,0.69,0.69,26989.0,,,
,0.68,0.68,2012-10-23,0.73,0.66,0.695,187906.0,,,
,0.72,0.72,2012-10-24,0.72,0.65,0.67,206331.0,,,
,0.79,0.79,2012-10-25,0.79,0.71,0.71,209873.0,,,
,0.76,0.76,2012-10-28,0.77,0.7,0.77,174312.0,,,
,0.765,0.765,2012-10-29,0.78,0.76,0.78,75359.0,,,
,0.75,0.75,2012-10-30,0.76,0.7,0.76,88947.0,,,
,0.74,0.74,2012-10-31,0.75,0.735,0.75,24289.0,,,
,0.7,0.7,2012-11-01,0.74,0.7,0.74,96974.0,,,
,0.66,0.66,2012-11-04,0.7,0.66,0.695,97446.0,,,
,0.695,0.695,2012-11-05,0.755,0.68,0.725,147149.0,,,
,0.685,0.685,2012-11-06,0.72,0.685,0.71,137965.0,,,
,0.685,0.685,2012-11-07,0.7,0.67,0.7,180332.0,,,
,0.68,0.68,2012-11-08,0.69,0.67,0.68,155113.0,,,
,0.69,0.69,2012-11-11,0.7,0.68,0.68,122968.0,,,
,0.73,0.73,2012-11-12,0.76,0.69,0.705,608583.0,,,
,0.735,0.735,2012-11-13,0.76,0.72,0.72,361368.0,,,
,0.79,0.79,2012-11-14,0.805,0.725,0.735,457321.0,,,
,0.8,0.8,2012-11-15,0.83,0.79,0.795,550457.0,,,
,0.83,0.83,2012-11-18,0.87,0.8,0.84,490709.0,,,
,0.825,0.825,2012-11-19,0.865,0.82,0.86,579430.0,,,
,0.8,0.8,2012-11-20,0.85,0.8,0.835,111603.0,,,
,0.8,0.8,2012-11-21,0.8,0.8,0.8,0.0,,,
,0.84,0.84,2012-11-22,0.85,0.76,0.76,450226.0,,,
,0.835,0.835,2012-11-25,0.85,0.81,0.845,246244.0,,,
,0.84,0.84,2012-11-26,0.84,0.8,0.83,135621.0,,,
,0.845,0.845,2012-11-27,0.86,0.815,0.84,114632.0,,,
,0.885,0.885,2012-11-28,0.9,0.845,0.845,438605.0,,,
,0.89,0.89,2012-11-29,0.93,0.85,0.855,665873.0,,,
,0.84,0.84,2012-12-02,0.88,0.82,0.88,337283.0,,,
,0.825,0.825,2012-12-03,0.875,0.82,0.83,389382.0,,,
,0.815,0.815,2012-12-04,0.83,0.815,0.815,191394.0,,,
,0.8,0.8,2012-12-05,0.815,0.78,0.815,578212.0,,,
,0.81,0.81,2012-12-06,0.815,0.765,0.785,556123.0,,,
,0.8,0.8,2012-12-09,0.805,0.795,0.805,29825.0,,,
,0.8,0.8,2012-12-10,0.82,0.78,0.8,603092.0,,,
,0.795,0.795,2012-12-11,0.8,0.78,0.8,198451.0,,,
,0.805,0.805,2012-12-12,0.83,0.785,0.79,302291.0,,,
,0.81,0.81,2012-12-13,0.84,0.8,0.8,250897.0,,,
,0.8,0.8,2012-12-16,0.84,0.8,0.84,197462.0,,,
,0.79,0.79,2012-12-17,0.82,0.79,0.82,163803.0,,,
,0.785,0.785,2012-12-18,0.79,0.785,0.79,28668.0,,,
,0.78,0.78,2012-12-19,0.8,0.765,0.79,146262.0,,,
,0.78,0.78,2012-12-20,0.78,0.745,0.78,201522.0,,,
,0.75,0.75,2012-12-23,0.78,0.75,0.78,130952.0,,,
,0.76,0.76,2012-12-26,0.76,0.75,0.75,39314.0,,,
,0.77,0.77,2012-12-27,0.77,0.76,0.765,20582.0,,,
,0.795,0.795,2012-12-30,0.795,0.77,0.77,5279.0,,,
,0.82,0.82,2013-01-01,0.82,0.795,0.795,104241.0,,,
,0.69,0.69,2013-01-02,0.9,0.69,0.9,2516602.0,,,
,0.745,0.745,2013-01-03,0.785,0.73,0.76,1014772.0,,,
,0.78,0.78,2013-01-06,0.835,0.77,0.77,666855.0,,,
,0.79,0.79,2013-01-07,0.815,0.79,0.795,72006.0,,,
,0.775,0.775,2013-01-08,0.8,0.745,0.8,228579.0,,,
,0.77,0.77,2013-01-09,0.78,0.76,0.78,119343.0,,,
,0.76,0.76,2013-01-10,0.78,0.76,0.77,25560.0,,,
,0.76,0.76,2013-01-13,0.76,0.76,0.76,0.0,,,
,0.725,0.725,2013-01-14,0.795,0.725,0.75,428279.0,,,
,0.76,0.76,2013-01-15,0.76,0.74,0.75,130968.0,,,
,0.73,0.73,2013-01-16,0.755,0.73,0.755,225421.0,,,
,0.745,0.745,2013-01-17,0.745,0.73,0.735,98929.0,,,
,0.73,0.73,2013-01-20,0.745,0.725,0.745,120015.0,,,
,0.66,0.66,2013-01-21,0.74,0.66,0.74,390871.0,,,
,0.69,0.69,2013-01-22,0.705,0.67,0.67,352001.0,,,
,0.685,0.685,2013-01-23,0.7,0.685,0.7,190872.0,,,
,0.7,0.7,2013-01-24,0.705,0.69,0.69,65267.0,,,
,0.685,0.685,2013-01-28,0.7,0.685,0.7,54114.0,,,
,0.685,0.685,2013-01-29,0.7,0.68,0.685,122491.0,,,
,0.69,0.69,2013-01-30,0.71,0.67,0.69,481765.0,,,
,0.745,0.745,2013-01-31,0.745,0.71,0.71,438774.0,,,
,0.75,0.75,2013-02-03,0.76,0.745,0.745,414307.0,,,
,0.72,0.72,2013-02-04,0.75,0.72,0.75,64551.0,,,
,0.73,0.73,2013-02-05,0.74,0.695,0.72,74721.0,,,
,0.695,0.695,2013-02-06,0.73,0.695,0.725,90484.0,,,
,0.705,0.705,2013-02-07,0.725,0.705,0.725,29000.0,,,
,0.74,0.74,2013-02-10,0.74,0.705,0.705,140413.0,,,
,0.73,0.73,2013-02-11,0.74,0.725,0.74,249870.0,,,
,0.725,0.725,2013-02-12,0.73,0.725,0.73,59012.0,,,
,0.71,0.71,2013-02-13,0.73,0.71,0.73,69000.0,,,
,0.72,0.72,2013-02-14,0.72,0.7,0.71,55600.0,,,
,0.7,0.7,2013-02-17,0.72,0.7,0.715,67847.0,,,
,0.7,0.7,2013-02-18,0.715,0.7,0.715,50512.0,,,
,0.7,0.7,2013-02-19,0.74,0.7,0.7,238286.0,,,
,0.69,0.69,2013-02-20,0.7,0.69,0.695,71858.0,,,
,0.68,0.68,2013-02-21,0.69,0.67,0.69,111659.0,,,
,0.695,0.695,2013-02-24,0.695,0.675,0.68,80133.0,,,
,0.69,0.69,2013-02-25,0.7,0.69,0.7,49827.0,,,
,0.69,0.69,2013-02-26,0.7,0.69,0.7,104000.0,,,
,0.69,0.69,2013-02-27,0.7,0.69,0.69,58265.0,,,
,0.73,0.73,2013-02-28,0.73,0.68,0.68,66557.0,,,
,0.715,0.715,2013-03-03,0.725,0.715,0.725,4830.0,,,
,0.685,0.685,2013-03-04,0.72,0.68,0.72,125643.0,,,
,0.69,0.69,2013-03-05,0.72,0.675,0.72,297646.0,,,
,0.7,0.7,2013-03-06,0.72,0.7,0.72,35578.0,,,
,0.7,0.7,2013-03-07,0.7,0.685,0.7,108780.0,,,
,0.7,0.7,2013-03-10,0.72,0.7,0.71,33819.0,,,
,0.715,0.715,2013-03-11,0.72,0.69,0.705,374263.0,,,
,0.69,0.69,2013-03-12,0.725,0.69,0.725,29954.0,,,
,0.71,0.71,2013-03-13,0.715,0.685,0.715,181883.0,,,
,0.76,0.76,2013-03-14,0.76,0.7,0.72,144720.0,,,
,0.73,0.73,2013-03-17,0.755,0.725,0.735,54892.0,,,
,0.7,0.7,2013-03-18,0.73,0.7,0.73,217648.0,,,
,0.7,0.7,2013-03-19,0.7,0.685,0.7,59786.0,,,
,0.68,0.68,2013-03-20,0.7,0.68,0.7,131400.0,,,
,0.7,0.7,2013-03-21,0.7,0.68,0.685,42872.0,,,
,0.68,0.68,2013-03-24,0.71,0.68,0.68,24526.0,,,
,0.665,0.665,2013-03-25,0.68,0.665,0.68,13222.0,,,
,0.65,0.65,2013-03-26,0.695,0.65,0.67,77473.0,,,
,0.655,0.655,2013-03-27,0.66,0.655,0.655,17146.0,,,
,0.66,0.66,2013-04-01,0.665,0.655,0.655,89751.0,,,
,0.61,0.61,2013-04-02,0.665,0.6,0.66,258502.0,,,
,0.58,0.58,2013-04-03,0.61,0.55,0.61,313632.0,,,
,0.55,0.55,2013-04-04,0.575,0.53,0.575,131627.0,,,
,0.51,0.51,2013-04-08,0.55,0.49,0.54,323615.0,,,
,0.52,0.52,2013-04-09,0.565,0.52,0.52,114336.0,,,
,0.51,0.51,2013-04-10,0.525,0.505,0.525,113482.0,,,
,0.525,0.525,2013-04-11,0.525,0.515,0.52,117930.0,,,
,0.54,0.54,2013-04-12,0.57,0.525,0.525,98960.0,,,
,0.53,0.53,2013-04-15,0.55,0.53,0.54,57721.0,,,
,0.52,0.52,2013-04-16,0.53,0.52,0.53,123772.0,,,
,0.53,0.53,2013-04-17,0.57,0.52,0.52,170355.0,,,
,0.5,0.5,2013-04-18,0.525,0.5,0.525,125023.0,,,
,0.5,0.5,2013-04-19,0.52,0.5,0.5,218969.0,,,
,0.505,0.505,2013-04-22,0.505,0.5,0.5,10500.0,,,
,0.5,0.5,2013-04-23,0.5,0.5,0.5,62300.0,,,
,0.46,0.46,2013-04-24,0.48,0.46,0.48,121055.0,,,
,0.45,0.45,2013-04-26,0.46,0.42,0.46,159568.0,,,
,0.45,0.45,2013-04-29,0.45,0.45,0.45,0.0,,,
,0.45,0.45,2013-04-30,0.45,0.45,0.45,0.0,,,
,0.405,0.405,2013-05-01,0.41,0.4,0.4,408439.0,,,
,0.4,0.4,2013-05-02,0.44,0.4,0.41,335197.0,,,
,0.375,0.375,2013-05-03,0.42,0.375,0.405,497012.0,,,
,0.39,0.39,2013-05-06,0.405,0.375,0.375,764090.0,,,
,0.38,0.38,2013-05-07,0.4,0.38,0.39,302068.0,,,
,0.39,0.39,2013-05-08,0.395,0.385,0.385,108900.0,,,
,0.4,0.4,2013-05-09,0.41,0.39,0.39,571626.0,,,
,0.405,0.405,2013-05-10,0.405,0.395,0.405,122500.0,,,
,0.41,0.41,2013-05-13,0.41,0.395,0.4,132300.0,,,
,0.41,0.41,2013-05-14,0.415,0.4,0.4,235674.0,,,
,0.41,0.41,2013-05-15,0.415,0.41,0.415,72278.0,,,
,0.38,0.38,2013-05-16,0.41,0.38,0.405,218142.0,,,
,0.39,0.39,2013-05-17,0.4,0.385,0.385,139995.0,,,
,0.39,0.39,2013-05-20,0.4,0.385,0.39,32374.0,,,
,0.415,0.415,2013-05-21,0.415,0.39,0.39,28513.0,,,
,0.4,0.4,2013-05-22,0.4,0.39,0.4,189600.0,,,
,0.38,0.38,2013-05-23,0.4,0.38,0.4,144023.0,,,
,0.39,0.39,2013-05-24,0.39,0.38,0.38,63950.0,,,
,0.39,0.39,2013-05-27,0.39,0.38,0.385,147041.0,,,
,0.395,0.395,2013-05-28,0.395,0.39,0.39,56450.0,,,
,0.39,0.39,2013-05-29,0.4,0.39,0.39,285000.0,,,
,0.42,0.42,2013-05-30,0.44,0.4,0.4,521740.0,,,
,0.43,0.43,2013-05-31,0.47,0.425,0.45,290547.0,,,
,0.48,0.48,2013-06-03,0.48,0.43,0.43,227474.0,,,
,0.45,0.45,2013-06-04,0.47,0.45,0.465,499960.0,,,
,0.46,0.46,2013-06-05,0.47,0.46,0.46,142200.0,,,
,0.43,0.43,2013-06-06,0.48,0.43,0.47,478623.0,,,
,0.435,0.435,2013-06-07,0.44,0.42,0.44,311470.0,,,
,0.4,0.4,2013-06-11,0.435,0.4,0.435,442524.0,,,
,0.41,0.41,2013-06-12,0.415,0.4,0.4,158130.0,,,
,0.41,0.41,2013-06-13,0.41,0.405,0.405,31900.0,,,
,0.44,0.44,2013-06-14,0.44,0.415,0.415,23100.0,,,
,0.46,0.46,2013-06-17,0.46,0.435,0.435,115000.0,,,
,0.445,0.445,2013-06-18,0.46,0.44,0.44,50092.0,,,
,0.425,0.425,2013-06-19,0.45,0.42,0.45,65608.0,,,
,0.43,0.43,2013-06-20,0.43,0.415,0.42,123476.0,,,
,0.415,0.415,2013-06-21,0.42,0.4,0.42,331670.0,,,
,0.415,0.415,2013-06-24,0.42,0.4,0.42,133681.0,,,
,0.415,0.415,2013-06-25,0.415,0.405,0.405,65050.0,,,
,0.43,0.43,2013-06-26,0.43,0.415,0.415,47031.0,,,
,0.43,0.43,2013-06-27,0.43,0.42,0.43,89121.0,,,
,0.43,0.43,2013-06-28,0.43,0.425,0.43,70200.0,,,
,0.43,0.43,2013-07-01,0.45,0.42,0.42,241600.0,,,
,0.46,0.46,2013-07-02,0.47,0.43,0.44,172174.0,,,
,0.46,0.46,2013-07-03,0.46,0.45,0.455,218878.0,,,
,0.465,0.465,2013-07-04,0.465,0.45,0.455,177703.0,,,
,0.53,0.53,2013-07-05,0.545,0.48,0.48,663578.0,,,
,0.56,0.56,2013-07-08,0.63,0.55,0.565,523932.0,,,
,0.56,0.56,2013-07-09,0.56,0.51,0.56,485232.0,,,
,0.48,0.48,2013-07-10,0.55,0.45,0.55,1162508.0,,,
,0.45,0.45,2013-07-11,0.48,0.445,0.48,530086.0,,,
,0.47,0.47,2013-07-12,0.47,0.45,0.45,112812.0,,,
,0.52,0.52,2013-07-15,0.52,0.47,0.47,243521.0,,,
,0.5,0.5,2013-07-16,0.55,0.495,0.53,180644.0,,,
,0.515,0.515,2013-07-17,0.515,0.51,0.51,37578.0,,,
,0.57,0.57,2013-07-18,0.57,0.525,0.535,243283.0,,,
,0.54,0.54,2013-07-19,0.57,0.53,0.565,220880.0,,,
,0.565,0.565,2013-07-22,0.59,0.515,0.55,434970.0,,,
,0.66,0.66,2013-07-23,0.66,0.6,0.6,693074.0,,,
,0.62,0.62,2013-07-24,0.69,0.61,0.69,565843.0,,,
,0.61,0.61,2013-07-25,0.62,0.605,0.61,190500.0,,,
,0.62,0.62,2013-07-26,0.625,0.615,0.62,130005.0,,,
,0.65,0.65,2013-07-29,0.65,0.62,0.63,378723.0,,,
,0.65,0.65,2013-07-30,0.68,0.64,0.68,243191.0,,,
,0.63,0.63,2013-07-31,0.68,0.63,0.65,246474.0,,,
,0.61,0.61,2013-08-01,0.645,0.61,0.625,149100.0,,,
,0.59,0.59,2013-08-02,0.645,0.58,0.62,536296.0,,,
,0.6,0.6,2013-08-05,0.61,0.6,0.6,20253.0,,,
,0.62,0.62,2013-08-06,0.62,0.6,0.61,42123.0,,,
,0.615,0.615,2013-08-07,0.63,0.615,0.62,109663.0,,,
,0.59,0.59,2013-08-08,0.62,0.59,0.605,178170.0,,,
,0.565,0.565,2013-08-09,0.59,0.56,0.59,261925.0,,,
,0.575,0.575,2013-08-12,0.585,0.565,0.57,63028.0,,,
,0.585,0.585,2013-08-13,0.585,0.58,0.58,20300.0,,,
,0.595,0.595,2013-08-14,0.595,0.59,0.59,13005.0,,,
,0.6,0.6,2013-08-15,0.6,0.575,0.585,92887.0,,,
,0.6,0.6,2013-08-16,0.6,0.6,0.6,5766.0,,,
,0.59,0.59,2013-08-19,0.6,0.59,0.6,84600.0,,,
,0.6,0.6,2013-08-20,0.6,0.585,0.59,215188.0,,,
