Adj Close,Close,Date,High,Low,Open,Volume,"description:""Encountered an error when generating the download data""}}}","error:{""code"":""Not Found""","{""chart"":{""result"":null"
,,2017-02-26,,,,,,,
,,2017-02-27,,,,,,,
0.2,0.2,2017-02-28,0.235,0.195,0.235,1230921.0,,,
0.17,0.17,2017-03-01,0.2,0.17,0.2,767645.0,,,
0.18,0.18,2017-03-02,0.18,0.18,0.18,15125.0,,,
0.175,0.175,2017-03-05,0.18,0.175,0.18,88500.0,,,
0.165,0.165,2017-03-06,0.165,0.15,0.165,144000.0,,,
0.15,0.15,2017-03-07,0.15,0.12,0.15,375015.0,,,
0.13,0.13,2017-03-08,0.13,0.13,0.13,132197.0,,,
0.13,0.13,2017-03-09,0.145,0.13,0.13,158000.0,,,
0.13,0.13,2017-03-12,0.135,0.13,0.135,70000.0,,,
0.14,0.14,2017-03-13,0.14,0.13,0.13,10000.0,,,
0.15,0.15,2017-03-14,0.16,0.14,0.14,163557.0,,,
0.17,0.17,2017-03-15,0.17,0.15,0.15,178214.0,,,
0.17,0.17,2017-03-16,0.17,0.155,0.155,32272.0,,,
0.15,0.15,2017-03-19,0.15,0.15,0.15,25000.0,,,
0.15,0.15,2017-03-20,0.15,0.15,0.15,0.0,,,
0.15,0.15,2017-03-21,0.15,0.15,0.15,10750.0,,,
0.13,0.13,2017-03-22,0.145,0.13,0.145,201280.0,,,
0.135,0.135,2017-03-23,0.135,0.13,0.13,20720.0,,,
0.13,0.13,2017-03-26,0.13,0.125,0.13,52786.0,,,
0.135,0.135,2017-03-27,0.135,0.135,0.135,20000.0,,,
0.13,0.13,2017-03-28,0.135,0.13,0.135,111186.0,,,
0.13,0.13,2017-03-29,0.13,0.13,0.13,0.0,,,
0.135,0.135,2017-03-30,0.15,0.13,0.13,245478.0,,,
,,2017-04-03,,,,,,,
,,2017-04-04,,,,,,,
0.14,0.14,2017-04-05,0.14,0.135,0.135,14630.0,,,
0.14,0.14,2017-04-06,0.14,0.14,0.14,0.0,,,
0.125,0.125,2017-04-07,0.13,0.125,0.13,11755.0,,,
,,2017-04-10,,,,,,,
0.125,0.125,2017-04-11,0.125,0.125,0.125,0.0,,,
0.125,0.125,2017-04-12,0.13,0.125,0.13,67979.0,,,
0.12,0.12,2017-04-13,0.125,0.12,0.125,255954.0,,,
0.125,0.125,2017-04-18,0.125,0.12,0.12,30000.0,,,
0.125,0.125,2017-04-19,0.13,0.125,0.13,237000.0,,,
0.125,0.125,2017-04-20,0.125,0.125,0.125,35300.0,,,
0.125,0.125,2017-04-21,0.125,0.125,0.125,96000.0,,,
0.125,0.125,2017-04-24,0.125,0.125,0.125,1280.0,,,
0.125,0.125,2017-04-26,0.125,0.125,0.125,0.0,,,
0.12,0.12,2017-04-27,0.125,0.095,0.125,73202.0,,,
0.12,0.12,2017-04-28,0.12,0.12,0.12,7781.0,,,
0.12,0.12,2017-05-01,0.12,0.12,0.12,22781.0,,,
0.12,0.12,2017-05-02,0.12,0.12,0.12,0.0,,,
0.12,0.12,2017-05-03,0.12,0.12,0.12,0.0,,,
0.12,0.12,2017-05-04,0.125,0.12,0.125,13000.0,,,
0.11,0.11,2017-05-05,0.12,0.1,0.115,258850.0,,,
0.1,0.1,2017-05-08,0.11,0.091,0.11,59500.0,,,
0.08199999999999999,0.08199999999999999,2017-05-09,0.1,0.08199999999999999,0.1,207914.0,,,
0.08,0.08,2017-05-10,0.08900000000000001,0.08,0.085,193824.0,,,
0.13,0.13,2017-05-11,0.135,0.085,0.085,1016906.0,,,
0.12,0.12,2017-05-12,0.13,0.12,0.13,235000.0,,,
0.14,0.14,2017-05-15,0.145,0.13,0.135,231303.0,,,
0.17,0.17,2017-05-16,0.17,0.145,0.145,373497.0,,,
0.165,0.165,2017-05-17,0.175,0.165,0.17,345898.0,,,
0.16,0.16,2017-05-18,0.175,0.16,0.17,527576.0,,,
0.165,0.165,2017-05-19,0.17,0.165,0.165,168200.0,,,
0.175,0.175,2017-05-22,0.175,0.165,0.17,129095.0,,,
0.175,0.175,2017-05-23,0.175,0.175,0.175,0.0,,,
0.17,0.17,2017-05-24,0.17,0.17,0.17,2000.0,,,
0.14,0.14,2017-05-25,0.165,0.14,0.165,25000.0,,,
0.155,0.155,2017-05-26,0.155,0.14,0.14,62000.0,,,
0.155,0.155,2017-05-29,0.155,0.155,0.155,0.0,,,
0.145,0.145,2017-05-30,0.145,0.145,0.145,70000.0,,,
0.145,0.145,2017-05-31,0.145,0.145,0.145,35475.0,,,
0.155,0.155,2017-06-01,0.155,0.15,0.15,431304.0,,,
0.185,0.185,2017-06-02,0.19,0.16,0.16,1051766.0,,,
0.19,0.19,2017-06-05,0.19,0.18,0.185,579750.0,,,
0.195,0.195,2017-06-06,0.195,0.17,0.175,687750.0,,,
0.195,0.195,2017-06-07,0.195,0.185,0.19,940000.0,,,
